customer_id,churn_probability,risk_tier,monthly_fee,revenue_at_risk,recommended_action,key_factor,subscription_type,engagement_segment,region,age,churned
84e4f9a0-f16b-4b00-ba64-a1dc667f9350,0.019058380275964737,Low,17.99,4.114323133975267,Maintain engagement / loyalty rewards,Low recent activity,Premium,Medium,Oceania,44,0
a756e8d5-a9c2-4520-8f06-1e13159bd0c0,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Africa,66,1
7514941b-007c-44ea-90ee-4ae0690f013d,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,Europe,56,1
0f22beb8-1281-4aca-bfaa-17235c7fb5d5,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Oceania,21,1
48f68f53-a7ef-4736-91a4-28ba10e80c58,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,South America,49,0
5f41a538-a9ef-457b-8022-57fd9cebc8d4,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Oceania,28,0
c16c6ac0-11d2-496c-b9a3-2117f5d8e0db,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,Europe,62,1
34e13cb5-2657-4148-ac24-be078c809d92,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,Oceania,67,1
ed148da8-e51d-4504-b40a-e358f6e8238a,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Asia,47,0
d89f54d3-882d-4cfc-96c5-b5f0ddbb9915,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,North America,57,1
f76a2802-20d0-4772-b6cc-f7e2a95d6384,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Europe,43,1
6c75691c-3ea5-49b5-92a9-894b2bd420be,0.9962264180183411,High,8.99,107.47290597581865,Offer targeted discount / personalized content,Stable usage,Basic,High,North America,24,1
286d0a50-0c08-4d40-b50a-38cfbdc3b8fb,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,Oceania,34,1
bb2ec39d-5eeb-478a-b763-0a2528ec4d7b,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Oceania,39,0
ed93decf-e627-4873-a2f9-8b6bf0d7dce3,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Oceania,60,1
bd27bcd3-feaa-4a06-a98f-c4f3d61de505,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,South America,66,1
178d73ec-7742-4f67-894c-2fe27601cf8b,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Oceania,29,0
68203b4f-6e76-442b-863a-29eca29cc26b,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Medium,North America,35,1
f4af1dff-3131-49eb-a195-0cb169bf9ed4,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Oceania,36,0
9d6dfd4a-f437-4d78-b291-dc00556b9e40,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,South America,46,0
ab1d244f-8750-47b1-8a61-cf8bce66c0fb,0.008888889104127884,Low,13.99,1.4922667028009893,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,North America,58,0
0eeed5d2-c02e-4f29-bfc4-85a0f21bed79,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Low engagement,Premium,Low,North America,18,0
31e1a27e-d7f3-48a6-b560-60963b7ae366,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,North America,60,1
08875185-f2ab-42e7-ae3e-5945341e5bb7,0.05542201772332191,Low,13.99,9.304248335391282,Maintain engagement / loyalty rewards,Low recent activity,Standard,Medium,Europe,39,0
bb3dc1e7-e1f4-4010-b227-3af57309c626,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Europe,65,1
51ac7c84-3653-4bd2-8f22-6f6cace9b98b,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Europe,38,1
99f7b4c6-5aea-49ad-b746-6e145c979d52,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,North America,20,1
dd11f0f0-3644-48e2-b20c-bca7038b3028,0.024321538209915162,Low,8.99,2.6238075420856477,Maintain engagement / loyalty rewards,Stable usage,Basic,Medium,North America,27,0
6c369c84-7138-451a-98d8-8dd3d2d2b4f2,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,South America,58,0
2726ac92-319f-4aac-bf5a-89ce36e291fe,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,Asia,39,1
a31f2dc4-a9a6-4a19-80d9-8dabb6a104e0,0.9740041971206665,High,8.99,105.0755727853775,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Asia,26,1
76a4093f-a297-45cf-a672-8c52d4743545,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Medium,Asia,25,1
38d00f7e-c7ba-4cd5-b1fd-fd704cb0502d,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Standard,Medium,South America,56,0
f337bc34-f6bf-4cf4-a559-4b79ae8ec658,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,Asia,49,1
18e0afd1-09c2-4c33-8069-4f2aff4d1f3d,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Medium,Africa,70,1
43e26139-b60e-4374-99a0-4e6c798438de,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Europe,21,0
f80ed925-6951-4cf0-8372-8424d7b6af02,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Asia,26,1
bad8a04e-c0c9-4084-b4b7-069072424e68,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Europe,33,0
b4cc7509-0f49-4213-82c3-be547ead38e7,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Africa,29,0
1059ec7d-1182-4b81-98fc-3fa73374a98f,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Europe,70,1
80ee7450-f22a-4f0f-b081-c978a5a5b347,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,Asia,48,1
e02106ca-0101-4adc-963b-9bdfc6e6877c,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Medium,Europe,20,1
b2c52c4f-2ca8-4719-b798-32128b9009ba,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Africa,40,0
def12ba1-ee3f-4059-a620-05d7d523636c,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,North America,53,1
eb0cd898-3b91-46fc-9d23-8bb53d4297c4,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Europe,56,0
fc76c95d-6886-4993-bc12-adbfcd4cdac0,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,South America,43,1
4641b78c-9f54-43b3-8f33-809da152aba2,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Medium,South America,36,1
3829a8ad-947c-4e70-906d-bf4bbdf0fe60,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Africa,54,0
021af9d9-2fff-4a33-b2c4-710ad6f3f85c,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Oceania,64,1
0194ee30-cde8-47fd-9568-22e20b2c80dc,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Medium,North America,28,1
29836151-75b3-437c-8395-299b962d9f0d,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Africa,52,0
5f63adf1-cf70-4f07-8351-63fe77c15857,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Oceania,50,1
70b0ba0c-2333-4ae5-9860-ec22b91ffc93,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Low,North America,61,1
53ce20da-acf5-45f6-bb0c-958c360dbad6,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Medium,South America,70,1
a36c6729-b90c-4514-92d8-4a98a66bfff4,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,South America,43,1
193ffca7-6d19-4f3c-85e5-9e8b9f7e160e,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Low engagement,Premium,Low,Oceania,62,0
0146854f-d5a1-4ee7-a28c-69b5af885934,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,South America,26,1
fbbbb16f-2d7f-4b68-b601-13da986cdcef,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,South America,63,0
da21d05b-cec0-405d-a7d3-3dad478f3bcf,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Low engagement,Premium,Low,Oceania,38,0
0f125ed8-866a-4f58-acd3-f981c2d910c4,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Basic,High,South America,50,0
5736a841-06be-4e91-a475-fdeae4dbb161,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,North America,49,1
2088ff07-56ed-49a3-8824-6b0f5577b9eb,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Africa,38,0
534f289f-35c5-4314-973b-1b0c9ed473db,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Europe,23,1
976212fe-e88c-4118-a57c-8c828ce17f0c,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Asia,46,0
8f5e0f72-3edf-4a03-bdb4-44a26f91077b,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,South America,44,1
e9e8258f-3f5b-4bbf-99a7-59b4c88125e6,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Oceania,36,0
51fad2bb-5e3b-45bc-8424-6e7331d255ae,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Europe,23,1
7b770d53-7ea7-4ad9-9fa9-17d09f8e857c,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Europe,34,0
16359306-8225-4f9c-a0f6-446f18067c00,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Asia,62,1
27bb1f44-8d9c-4424-a509-1510f95fa759,0.008888889104127884,Low,13.99,1.4922667028009893,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Asia,24,0
30999e0c-ada1-4174-89b6-d820cfca282a,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Africa,36,0
473f971c-2a0c-48c2-aaaf-b4cdfca5aff3,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Medium,Oceania,33,1
46e95e2c-14c7-45ef-a0a8-b5f76f9e5d75,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,North America,58,1
bb0b842b-0a9e-4351-8f7c-89365dde8a9d,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Asia,20,0
8c0c7d2b-cefb-48b1-a633-c1c84c36c057,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,South America,20,1
64485bba-7db6-4f9a-a22b-5cfec1cd2ee2,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,South America,33,1
e674d937-9114-4f7c-887a-1cd491c643c6,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Asia,30,1
2d1ea53f-d9bb-453f-b8be-88dfc36df0a3,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Europe,59,0
75ef07c7-3ac8-4c14-b9d3-2ce79a3865b7,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Oceania,54,0
0b11ab87-551c-42d8-a5a4-1cd7ff98386f,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Asia,47,0
a5ecf5f2-452b-4dcd-873b-342c6094c012,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Africa,59,0
25ca4e8b-4fed-408f-9f94-607529cdd07b,0.024321538209915162,Low,8.99,2.6238075420856477,Maintain engagement / loyalty rewards,Stable usage,Basic,Medium,Africa,24,0
5f9af2fd-06c8-4c9e-b327-4830dab0361d,0.014152047038078309,Low,13.99,2.3758456567525865,Maintain engagement / loyalty rewards,Low recent activity,Standard,Medium,North America,24,0
fa1f7eb9-e6fd-41f7-943e-1186499aeb8b,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Oceania,53,0
b88b733e-5ac8-46f5-9137-05b8f9e59898,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Africa,57,1
57e7b754-6ed5-43f6-804d-140bef82a2d7,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Africa,66,1
60dadbe4-fa7a-4c2d-a577-69aed385c0d0,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Europe,24,0
aeef9f76-67de-4dc1-ae73-8f625fe165cd,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,Oceania,28,1
6adc1db8-fe9f-4bec-9cb1-018123ce1b08,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Africa,29,0
45e3d341-d04b-4276-99dc-9fc89496e4b9,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,North America,45,0
c6ac02c8-fe12-46b3-a1ae-fd7f7ba481f9,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Europe,50,1
a3a126f7-1a28-4a66-9a60-6a60f8411e89,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,Oceania,23,1
276c1104-d5fd-4930-8d5d-35956891c4fb,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Oceania,68,1
83cc815b-5d92-4695-a2a2-dacb964e209f,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,North America,25,1
b985d6de-295a-4ecd-9353-4e9357c6c9dc,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,North America,68,1
b8f85415-9ec9-4b9b-be60-a88f1b6ecbdd,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Asia,23,1
c3f8acfa-5b6c-4778-994d-0b27b839f52e,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Europe,27,0
cb415cf6-759a-40bc-873b-1abec0c9b5ec,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Medium,Asia,62,1
c6028128-8d31-4b45-90a7-4422386e8649,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Africa,28,0
24828084-41fa-4b71-a36f-4575ccbe0ca8,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Africa,45,0
fa639f8f-0453-46e1-93c3-ed22f0d0dff9,0.008888889104127884,Low,8.99,0.9589333565533161,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Africa,22,0
7f047317-dfff-44b6-b4fc-4d3b7493da6b,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Africa,66,1
a1f99ca8-0b8f-4c59-a52e-4eb2ea8d4bf6,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Europe,49,1
d8e3d413-9b2b-47ee-96b7-c1de8ba78a74,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Oceania,37,0
6f47f4c7-63e3-49c7-8e37-bbb0af66e9eb,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,North America,60,0
f18bb534-3003-4858-95d7-fdf908fc7432,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,South America,64,1
91c78112-b9eb-48ad-9fca-29f6197be2d7,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Oceania,21,0
c34baf8c-d65c-4aaa-9602-2bb9efaa4f6c,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Oceania,45,0
0ef9124e-50c5-411b-b436-edacd29199a8,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,South America,47,1
8f74fb47-9bcc-4ec6-a9d8-5e795ef2235d,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,Europe,60,1
60fbb4af-309d-4a37-93b2-20c05286ac2f,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,Africa,60,1
d5ebd5d0-4ce3-4120-9c8a-d01de6e00ba5,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,Europe,28,1
e2fa23ce-0f5d-44a2-8cec-b14660947d11,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Europe,25,1
a28580ec-90be-4f6d-ab87-619d8f0679b0,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Oceania,19,1
d9a89da8-9188-4be1-9fa4-6ff8394bce3a,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Asia,25,1
658cf3cd-4370-4794-8745-77395b791c00,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Africa,58,0
384e7ce5-f382-45e9-91da-8d4e24b9a392,0.05542201772332191,Low,17.99,11.964505186110733,Maintain engagement / loyalty rewards,Low recent activity,Premium,Medium,South America,31,0
a6b50d35-9ec1-4952-bc1a-4db4877d1b7c,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,South America,54,1
609e52d2-62e8-428d-b9fa-f2fb77dd62cb,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Asia,65,0
2a70df84-b707-4ccb-b3ac-56b6ccc32347,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Oceania,26,0
8372f52f-257c-4f58-ae67-dfa618516600,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,North America,32,1
d6ad8dcd-7d77-4c28-8a3b-fe698c0f7794,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Africa,32,1
2d77b990-4c9b-4602-b2cc-3635194e1daf,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Europe,52,0
aaa3844f-e33c-4ea6-b92d-35a5ceec248a,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Europe,67,1
277577cb-b4e0-41ca-9c88-2456d7f2ba36,0.008888889104127884,Low,8.99,0.9589333565533161,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Europe,37,0
3cdce0fe-8109-4092-9d06-4746c152516c,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,North America,68,1
7c88ae82-dad4-4bb3-8e01-e587c43395ab,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,South America,38,1
e07c609b-0ad2-4f99-bc35-b91288003b2e,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Africa,61,0
d786a211-3e93-4204-8b1d-e10f595bf093,0.024321538209915162,Low,8.99,2.6238075420856477,Maintain engagement / loyalty rewards,Low recent activity,Basic,Medium,South America,40,0
6928de64-4465-4a01-9208-9597cdf58bf8,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Europe,56,1
d1bae981-3ea1-432e-b791-65c33a5310cc,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,North America,68,1
d5085dca-434a-4eab-91d5-9a0085af79d2,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,North America,54,1
c51c0139-d70e-4eb5-89a0-fb7553e33b4a,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,Europe,32,1
01c5033b-b19f-4074-a2c2-a1ece7235af7,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Africa,59,0
4ce5cf41-1115-4423-ad64-807b0d57c5d7,0.008888889104127884,Low,13.99,1.4922667028009893,Maintain engagement / loyalty rewards,Low recent activity,Standard,Medium,North America,24,0
f332b1a7-8ece-44df-8237-bbc843e979b5,0.024321538209915162,Low,13.99,4.083099834680557,Maintain engagement / loyalty rewards,Low engagement,Standard,Low,Asia,21,0
1f9510bb-4838-49ae-83dd-4331a0f59f22,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Standard,High,Africa,66,0
9a31b543-8464-42d2-ab0b-4d9568ebe947,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,Africa,26,1
7b7213e4-5ca8-4625-b1d2-f73605f5ca06,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,North America,51,0
94520f48-96a9-4b36-a6ee-5cfd9ec9143b,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Asia,18,1
f258f8f6-080b-4ef1-8884-c508456b9694,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,South America,29,0
acee18e9-c039-434c-9c7b-8a2bb81bf19f,0.9962264180183411,High,17.99,215.06535912179947,Offer targeted discount / personalized content,Low engagement,Premium,Low,Oceania,58,1
6e346808-c15b-472c-ab5a-83cc8f70c8cb,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Europe,54,1
786dbd2b-3739-4c1b-946b-6c101f827832,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,Medium,Africa,61,0
1c44e21b-8dc4-4deb-b0a5-67556fbdf4a2,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Medium,North America,24,1
a300bc71-2231-406c-953c-92a9a5ecbd89,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Low,Europe,57,1
4c1eec06-5abb-4b67-a976-0a1b307004ce,0.1344429962337017,Low,17.99,29.02355402693152,Maintain engagement / loyalty rewards,Low engagement,Premium,Low,Oceania,41,0
7dab1ac1-07b0-43d7-a665-63d71f903c49,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Asia,28,0
d66b7151-9251-4e63-8bac-8784764de25b,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Africa,64,1
d7fe9858-9131-4293-9ab0-88f6275949f8,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Asia,26,0
3f1a1195-8bb2-439e-8b0b-09b02dacda0d,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,Asia,30,1
861019e6-124d-4a7b-8c20-0ea5f85f4b04,0.007006999850273132,Low,8.99,0.7559151438474656,Maintain engagement / loyalty rewards,Stable usage,Basic,High,South America,18,0
0caa27d1-1f18-4fa5-97ce-a1656248d78e,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,Oceania,20,1
e2acf824-f42f-4e3b-b767-2d1a38910ce4,0.008888889104127884,Low,13.99,1.4922667028009893,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Asia,61,0
c9a4793a-ad86-4111-9021-3b66af99fbfb,0.022093658894300462,Low,8.99,2.383463921517134,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Asia,68,0
704af732-4f2c-47bd-8005-51eaee71c3bb,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,North America,59,1
a6439c47-77e6-4c51-b834-0f66b0f1a239,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,Oceania,48,1
9344e6e8-32e7-4867-a514-a51882b6ab16,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Low,Africa,40,1
02629028-5476-4dad-b44b-0c284f757874,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Africa,56,1
9e919388-ff51-4cf3-a822-a64ebac6a825,0.010555297136306763,Low,13.99,1.7720232832431795,Maintain engagement / loyalty rewards,Low recent activity,Standard,Medium,North America,27,0
af47b2dd-417b-4542-8f5f-34d5f6940e36,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,North America,46,0
4403409b-c5ff-4f1d-85b6-d7d26093f6a3,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,South America,43,1
c46da64b-c643-414b-9c74-f9c9cfd93905,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,South America,21,1
c1d847e8-da01-4f2c-ad47-5ca849b92f6d,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Africa,23,0
beba695f-a5c0-4418-a080-59fc806ea0c6,0.024321538209915162,Low,8.99,2.6238075420856477,Maintain engagement / loyalty rewards,Stable usage,Basic,Medium,North America,58,0
722ad842-9f84-4f22-ba03-ec58ac6c23da,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,Africa,65,1
6ca95308-1b7d-40a9-a8ff-fc292007d82f,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,North America,54,1
615e7406-59c1-43a1-a7c2-21eebf7b480b,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,North America,31,1
6165db84-db8d-46ac-b332-1c3c11a6a0d0,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,North America,20,1
e4a0a6b2-3105-4153-8233-36a82a6f9b11,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,Oceania,54,1
2d92d684-bf9c-4dbf-a3ee-f28d0a610007,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Africa,57,0
09861433-8978-4198-a3f3-51e0cbe5b9a0,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,North America,40,0
32f4e267-4894-4705-9abb-d834e5c51501,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Asia,65,1
